Table Name (Manufacturer Year),Manufacturer,Year,Theme,Player(s),IPDB Number,Description(s),Type,VP Version,Table Author(s),Table Version,Table Date
"Columbia (LTD do Brasil 1983)",LTD do Brasil,1983,"Outer Space, Exploration",4,5759,-,SS,VPX,"Mfuegemann, Carlos Guizzo, Joao Pedras, Gaston",1.0,2019-12-29
"Comet (Williams 1985)",Williams,1985,"Happiness, Amusement Park, Roller Coasters",4,548,-,SS,VPX,"Balutito, UnclePaulie, Bord, Rothbauerw",1.0,2023-06-12
"Comet (Williams 1985)",Williams,1985,"Happiness, Amusement Park, Roller Coasters",4,548,-,SS,VPX,"UnclePaulie, Bord, Rothbauerw",2.3,2022-01-12
"Comet (Williams 1985)",Williams,1985,"Happiness, Amusement Park, Roller Coasters",4,548,-,SS,VPX,"Bord, Rothbauerw",1.2a,2020-10-14
"Comet (Williams 1985)",Williams,1985,"Happiness, Amusement Park, Roller Coasters",4,548,-,SS,VPX,"Arconovum, Bord, Rothbauerw",1.01-2.6,2023-06-12
"Comet (Williams 1985)",Williams,1985,"Happiness, Amusement Park, Roller Coasters",4,548,-,SS,VPX,"SliderPoint, UncleWilly, Grizz",1.1,2018-01-22
"Comic Book Guy (Original 2021)",Original,2021,"Animation, Cartoon, Kids",1,-,-,EM,VPX,"MellerMeller",1.1,2024-01-11
"Commando - Schwarzenegger (Original 2020)",Original,2020,"Celebrities, Licensed Theme, Movie",-,-,-,SS,VPX,"Ivantba, 32assassin",1.0,2020-03-23
"Conan (Rowamet 1983)",Rowamet,1983,"Fantasy, Licensed Theme",4,4580,-,SS,VPX,"Bigus1, Xenonph, Batch, JPSalas",2.0,2023-06-18
"Conan (Rowamet 1983)",Rowamet,1983,"Fantasy, Licensed Theme",4,4580,-,SS,VPX,"Xenonph, Batch, JPSalas",2.1,2023-02-09
"Concorde (Emagar 1975)",Emagar,1975,"Aircraft, Aviation, Historical, Travel",1,6024,-,EM,VPX,"Loserman76, Akiles50000, JPSalas",1.0.0f,2022-03-28
"Congo (Williams 1995)",Williams,1995,"Jungle",4,3780,-,SS,VPX,"Team Tuga, Pedro Pires, Joey Beaulieu (Joe Picasso)",1.0,2023-06-12
"Congo (Williams 1995)",Williams,1995,"Jungle",4,3780,-,SS,VPX,"VPin Workshop (VPW), Skitso, Rastan350, Flupper, Benji, Tomate, Mwong, Rik, Rastan350, Panik Flip Gaming, Dark, Fleep, LoadedWeapon, Iaakki, Sixtoe, 3rdAxis, JPSalas, Bord, Rothbauerw, nFozzy",1.0,2023-06-12
"Congo (Williams 1995)",Williams,1995,"Jungle",4,3780,-,SS,VPX,"Sixtoe, nFozzy, JPSalas",1.0,2023-06-12
"Congo (Williams 1995)",Williams,1995,"Jungle",4,3780,-,SS,VPX,"Bigus1, nFozzy, Joppni",1.1,2020-04-03
"Congo (Williams 1995)",Williams,1995,"Jungle",4,3780,-,SS,VPX,"Arconovum, nFozzy",1.2-2.6,2023-06-12
"Congo (Williams 1995)",Williams,1995,"Jungle",4,3780,-,SS,VPX,"nFozzy, Dark, LoadedWeapon, Knorr, ClarkKent, JPSalas",1.2,2016-12-01
"Conquest 200 (Playmatic 1976)",Playmatic,1976,"Historical",1,557,-,EM,VPX,"JPSalas, Pedator, Kiwi",4.0.1,2022-10-26
"Contact (Williams 1978)",Williams,1978,"Aliens, Fantasy, Outer Space",4,558,-,SS,VPX,"Kalavera, Destruk",1.2,2018-11-29
"Contest (Gottlieb 1958)",Gottlieb,1958,"Pinball",4,564,-,EM,VPX,"JPJ, Team PP, Chucky, Stefanaustria (STAT), Ninuzzu, Arngrim, HauntFreaks",1.5,2019-02-22
"Continental Cafe (Gottlieb 1957)",Gottlieb,1957,-,2,565,-,EM,FP,"Francisco Pozo",1.0,2023-09-16
"Cool Spot 7UP Pinball (Original 2019)",Original,2019,"Video Game, Kids",4,-,-,SS,VPX,"Ivantba, JPSalas",1.0,2019-07-01
"Copa Libertadores 2018 (Original 2018)",Original,2018,"Sports, Soccer",-,-,-,SS,VPX,"Kalavera, Tomás, Tom Tower, Ninuzzu",1.0,2018-06-14
"Corinthian Master Bagatelle (Unknown 1932)",Unknown,1932,"Bagatelle, Flipperless",-,-,-,PM,VPX,"JamieP, Stefanaustria (STAT)",1.3,2021-04-08
"Corsario (Inder 1989)",Inder,1989,"Pirates",4,4090,-,SS,VPX,"Goldchicco, Pachecas, Movieguru, Vogliadicane, Arngrim",1.1,2021-02-28
"Corsario (Inder 1989)",Inder,1989,"Pirates",4,4090,-,SS,VPX,"Ext2k, Pachecas, Goldchicco",1.1,2023-11-25
"Corvette (Bally 1994)",Bally,1994,"Cars",4,570,-,SS,VPX,"Bigus1, Balater, 85vett",2.0,2023-01-06
"Corvette (Bally 1994)",Bally,1994,"Cars",4,570,-,SS,VPX,"UnclePaulie, Sixtoe, Goldchicco",1.1,2022-03-28
"Corvette (Bally 1994)",Bally,1994,"Cars",4,570,-,SS,VPX,"Goldchicco, 32assassin, Franck Hollinger (Mussinger), DJLunchbox, Thalamus, Sheltemke, Movieguru, DarthMarino, 85vett, Arngrim",1.4.2,2020-10-28
"Corvette (Bally 1994)",Bally,1994,"Cars",4,570,-,SS,VPX,"Balater, 85vett",1.00,2020-09-22
"Corvette (Bally 1994)",Bally,1994,"Cars",4,570,-,SS,VPX,"Morttis, Arconovum, Franck Hollinger (Mussinger), Wildman, 32assassin, Goldchicco",1.2-1.0,2023-06-12
"Cosmic (Taito do Brasil 1980)",Taito do Brasil,1980,"Outer Space, Fantasy",4,4567,-,SS,VPX,"JPSalas",4.0.0,2022-08-29
"Cosmic (Taito do Brasil 1980)",Taito do Brasil,1980,"Outer Space, Fantasy",4,4567,-,SS,VPX,"Morttis, Arconovum, JPSalas",3.0.0-2.6,2023-06-13
"Cosmic (Taito do Brasil 1980)",Taito do Brasil,1980,"Outer Space, Fantasy",4,4567,-,SS,VPX,"32assassin",1.1,2017-10-14
"Cosmic Gunfight (Williams 1982)",Williams,1982,"Fantasy",4,571,-,SS,VPX,"Bigus1, Goldchicco, 32assassin",1.0,2022-09-03
"Cosmic Gunfight (Williams 1982)",Williams,1982,"Fantasy",4,571,-,SS,VPX,"Goldchicco, 32assassin",1.1,2021-11-29
"Cosmic Gunfight (Williams 1982)",Williams,1982,"Fantasy",4,571,-,SS,VPX,"Rajo Joey, Goldchicco, 32assassin",1.0.1,2023-01-05
"Cosmic Gunfight (Williams 1982)",Williams,1982,"Fantasy",4,571,-,SS,VPX,"32assassin",1.3,2016-06-19
"Cosmic Lady (Original 2018)",Original,2018,"Outer Space, Mysticism",-,-,-,SS,VPX,"McSquid",0.9,2018-12-04
"Cosmic Princess (Stern 1979)",Stern,1979,"Astrology",4,3967,-,SS,FP,"AnonTet, JLou, Popotte, Editoy, Fleep, Smoke, Ravarcade, Raycast",1.5.5,2023-09-20
"Cosmic Princess (Stern 1979)",Stern,1979,"Astrology",4,3967,-,SS,VPX,"JPSalas, DedRok_V, Arngrim",4.0.0,2022-09-21
"Cosmic Princess (Stern 1979)",Stern,1979,"Astrology",4,3967,-,SS,VPX,"Rajo Joey, Rawd, Rascal, Sixtoe, JPSalas",1.0.3,2022-03-28
"Cosmic Venus (Tilt Movie 1978)",Tilt Movie,1978,"Dinosaurs, Outer Space, Space Fantasy",-,5711,-,EM,VPX,"Webby, Loserman76, 32assassin",1.1,2020-05-10
"Cosmic Venus (Tilt Movie 1978)",Tilt Movie,1978,"Dinosaurs, Outer Space, Space Fantasy",-,5711,-,EM,VPX,"Loserman76, Ukexpat71, 32assassin",1.0.0f,2023-06-13
"Count-Down (Gottlieb 1979)",Gottlieb,1979,"Outer Space",4,573,-,SS,VPX,"JPSalas",4.0.0,2022-09-21
"Count-Down (Gottlieb 1979)",Gottlieb,1979,"Outer Space",4,573,-,SS,VPX,"Rajo Joey, JPSalas",1.0.0,2022-03-28
"Count-Down (Gottlieb 1979)",Gottlieb,1979,"Outer Space",4,573,-,SS,VPX,"32assassin",1.0,2016-01-20
"Counterforce (Gottlieb 1980)",Gottlieb,1980,"Outer Space, Fantasy",4,575,-,SS,VPX,"Balater",1.00,2019-11-01
"Counterforce (Gottlieb 1980)",Gottlieb,1980,"Outer Space, Fantasy",4,575,-,SS,VPX,"Rascal, LuvThatApex, Moonchild, Inkochnito",1.1,2019-01-25
"Counterforce (Gottlieb 1980)",Gottlieb,1980,"Outer Space, Fantasy",4,575,-,SS,FP,"TheGhost787, Fastdraw (Granit)",1.0,2023-09-20
"Counterforce (Gottlieb 1980)",Gottlieb,1980,"Outer Space, Fantasy",4,575,-,SS,VPX,"Rajo Joey, Balater, Sixtoe, Rawd",1.0,2023-09-30
"Cover Girl (Gottlieb 1962)",Gottlieb,1962,"Glamour, Modeling, Women",1,580,-,EM,FP,"Margoni",1.0,2023-09-20
"Cover Girl (Keeney 1947)",Keeney,1947,"Flipperless",1,459,-,EM,FP,"AnonTet",1.3,2023-09-20
"Cover Girl (Keeney 1947)",Keeney,1947,"Flipperless",1,459,-,EM,FP,"Francisco Pozo",1.0,2023-09-20
"Cow Poke (Gottlieb 1965)",Gottlieb,1965,"American West",1,581,-,EM,VPX,"Xenonph, Loserman76, GNance, Pinuck, BorgDog, Arngrim, HauntFreaks, JPSalas",1.0a,2022-04-18
"Cow Poke (Gottlieb 1965)",Gottlieb,1965,"American West",1,581,-,EM,VPX,"Loserman76, GNance, Pinuck, Scorpion, BorgDog, Arngrim, HauntFreaks, JPSalas",1.0.0f,2022-03-19
"Cow Poke (Gottlieb 1965)",Gottlieb,1965,"American West",1,581,-,EM,FP,"FranzLeo, Margoni",3.1,2023-09-17
"Cowboy Eight Ball (LTD do Brasil 1981)",LTD do Brasil,1981,"Billiards",3,5132,-,SS,VPX,"JPSalas, Carlos Guizzo, Mfuegemann, Nasa, Stefanaustria (STAT)",4.0.0,2023-09-01
"Cowboy Eight Ball 2 (LTD do Brasil 1981)",LTD do Brasil,1981,"Billiards",-,5734,-,SS,VPX,"JPSalas, Carlos Guizzo, Nasa, Stefanaustria (STAT), Destruk, Akiles50000, TAB",4.0.0,2022-09-21
"Crazy Cats Demo Derby (Original 2023)",Original,2023,"Demolition Derby",-,-,-,EM,VPX,"Neo",1.1.0,2023-08-14
"Creature from the Black Lagoon (Bally 1992)",Bally,1992,"Drive-In, Movie, Fictional, Licensed Theme",4,588,-,SS,FP,"AnonTet",2.2,2023-08-02
"Creature from the Black Lagoon (Bally 1992)",Bally,1992,"Drive-In, Movie, Fictional, Licensed Theme",4,588,-,SS,FX,"Zen Studios, Zoltan Vari",-,2022-04-02
"Creature from the Black Lagoon (Bally 1992)",Bally,1992,"Drive-In, Movie, Fictional, Licensed Theme",4,588,-,SS,VPX,"SG1bsoN, Fuzzel, Flupper1, Randr, ClarkKent, HauntFreaks, Rothbauerw",1.0,2023-06-13
"Creature from the Black Lagoon (Bally 1992)",Bally,1992,"Drive-In, Movie, Fictional, Licensed Theme",4,588,-,SS,VPX,"Psiomicron, Fuzzel, Flupper1, Sixtoe, Rothbauerw",1.2,2021-12-01
"Creature from the Black Lagoon (Bally 1992)",Bally,1992,"Drive-In, Movie, Fictional, Licensed Theme",4,588,-,SS,VPX,"Arconovum, Fuzzel, Flupper, Randr, ClarkKent, HauntFreaks, Rothbauerw",1.1-2.6,2023-06-13
"Creature from the Black Lagoon (Bally 1992)",Bally,1992,"Drive-In, Movie, Fictional, Licensed Theme",4,588,-,SS,VPX,"Fuzzel, Flupper, Randr, ClarkKent, Arngrim, HauntFreaks, Rothbauerw",1.3,2019-04-05
"Creature from the Black Lagoon (Bally 1992)",Bally,1992,"Drive-In, Movie, Fictional, Licensed Theme",4,588,-,SS,VPX,"Fuzzel, Flupper, Randr, ClarkKent, HauntFreaks, Rothbauerw",1.2,2023-06-18
"Creature from the Black Lagoon (Bally 1992)",Bally,1992,"Drive-In, Movie, Fictional, Licensed Theme",4,588,-,SS,FX3,"Zen Studios",-,2000-01-01
"Creepshow (Original 2021)",Original,2021,"Horror",-,-,-,SS,VPX,"Balutito, GAGPin, PEandS1Ws, Dtatane, Nesta78, 32assassin",1.2,2022-01-25
"Creepy House (Original 2006)",Original,2006,"Horror",-,-,-,-,FP,"Anthias",1.1,2023-10-07
"Crescendo (Gottlieb 1970)",Gottlieb,1970,"Music, Singing, Dancing, Psychedelic",2,590,-,EM,VPX,"Teisen, Loserman76, GNance, Noah Fentz, JPSalas, HauntFreaks, Borgdog, Arngrim",1.0.0,2023-09-21
"Crescendo (Gottlieb 1970)",Gottlieb,1970,"Music, Singing, Dancing, Psychedelic",2,590,-,EM,VPX,"Loserman76, GNance, Noah Fentz, Pinuck, BorgDog, Arngrim, HauntFreaks, JPSalas",1.0.0f,2021-12-15
"Criterium 75 (Recel 1975)",Recel,1975,"Sports, Bicycle Racing",4,596,-,EM,VPX,"Editoy, Exegeta, Stefanaustria (STAT), Loserman76, HSM",1.2,2018-10-26
"Criterium 77 (Taito do Brasil 1977)",Taito do Brasil,1977,"Sports, Bicycle Racing",-,-,-,EM,VPX,"JPSalas, Halen, Editoy",4.3.0,2023-06-28
"Criterium 77 (Taito do Brasil 1977)",Taito do Brasil,1977,"Sports, Bicycle Racing",-,-,-,EM,VPX,"Exegeta",1.0,2017-07-23
"Cross Country (Bally 1963)",Bally,1963,"Travel, American Places",1,598,-,EM,FP,"Popotte",1.0,2023-09-17
"Cross Town (Gottlieb 1966)",Gottlieb,1966,"City Living",1,601,-,EM,VPX,"Bord, Scottacus",1.2.0,2022-03-28
"Crypt of the Necrodancer Pinball (Zen Studios 2023)",Zen Studios,2023,"Video Game",-,-,-,-,FX,"Zen Studios",-,2023-07-19
"Crysis (Original 2018)",Original,2018,"Video Game",-,-,-,SS,VPX,"Ivantba, Xenonph, Rothbauerw",1.2,2019-02-01
"Crystal-Ball (Talleres del Llobregat (Automaticos) 1970)",Talleres del Llobregat (Automaticos),1970,"Fortune Telling",-,5498,-,EM,VPX,"JPSalas",1.0.2,2023-08-14
"Cue (Stern 1982)",Stern,1982,"Billiards",4,3873,-,SS,VPX,"Whridlsoncestood, Scotty VH, Wildman, Sixtoe, Armyaviation, Arngrim, 32assassin, Bord",1.0,2021-04-02
"Cue Ball Wizard (Gottlieb 1992)",Gottlieb,1992,"Billiards, Celebrities, Fictional",4,610,-,SS,VPX,"Mikcab, Psiomicron, Rawd, Vogliadicane, Bigus1, Rascal, JPSalas, TastyWasps, Jsm174, Sixtoe, Wylte, Tomate",1.2.4,2023-08-04
"Cue Ball Wizard (Gottlieb 1992)",Gottlieb,1992,"Billiards, Celebrities, Fictional",4,610,-,SS,VPX,"Bigus1, Rascal, JPSalas",4.1,2023-05-04
"Cue Ball Wizard (Gottlieb 1992)",Gottlieb,1992,"Billiards, Celebrities, Fictional",4,610,-,SS,VPX,"Vogliadicane, Bigus1, Rascal, JPSalas, Screibi34, Kds70, Jipei16, Thalamus",0.7,2021-09-08
"Cue Ball Wizard (Gottlieb 1992)",Gottlieb,1992,"Billiards, Celebrities, Fictional",4,610,-,SS,VPX,"Rascal, JPSalas",1.2,2019-01-25
"Cue-T (Williams 1958)",Williams,1958,"Sports, Billiards",-,-,-,EM,FP,"Margoni",1.0,2023-09-17
"Cue-T (Williams 1958)",Williams,1958,"Sports, Billiards",-,-,-,EM,FP,"Popotte",1.0,2023-09-17
"Cuphead Pro (Original 2019)",Original,2019,"Video Game, Kids",-,-,-,EM,VPX,"MauiPunter, Scottacus, Onevox, Bord, Wylte, Jagandy82",1.2,2023-11-18
"Cuphead Pro (Original 2019)",Original,2019,"Video Game, Kids",-,-,-,EM,VPX,"Onevox, Loserman76, Xenonph, Thalamus, Cyberpez, Max, Scottacus, BorgDog, Bord",1.0.0,2022-06-13
"Curse of the Mummy (Zen Studios 2022)",Zen Studios,2022,"Horror, Legends, Supernatural",-,-,-,-,FX,"Zen Studios, Anna Lengyel, Peter Grafl",-,2022-04-02
"Cyber Race (Original 2023)",Original,2023,"Cyberpunk, Racing",-,-,-,SS,VPX,"Flux, Karl Casey, Sixtoe, Primetime5k, Jsm, Mcarter78, Apophis, Tomate, AstroNasty, Niwak, eMBee, Rawd, Arelyel, Fleep, nFozzy, Wylte, Rothbauerw, Oqqsan, DGrimmReaper",1.3.2,2024-01-12
"Cybernaut (Bally 1985)",Bally,1985,"Science Fiction",4,614,-,SS,VPX,"Rajo Joey, Mistermixer, Schreibi34, Rawd, Rascal, Sixtoe",1.0.0,2022-03-28
"Cybernaut (Bally 1985)",Bally,1985,"Science Fiction",4,614,-,SS,VPX,"Mistermixer, Schreibi34",1.0,2019-08-10
"Cyclone (Williams 1988)",Williams,1988,"Happiness, Amusement Park, Roller Coasters",4,617,-,SS,VPX,"JPSalas, Balutito, AnonTet, SliderPoint",4.0.0,2023-05-08
"Cyclone (Williams 1988)",Williams,1988,"Happiness, Amusement Park, Roller Coasters",4,617,-,SS,VPX,"Balutito, SliderPoint",1.2,2022-02-09
"Cyclone (Williams 1988)",Williams,1988,"Happiness, Amusement Park, Roller Coasters",4,617,-,SS,FP,"NitroNimbus, Steve Paradis (Polygame), SLAMT1LT, Centinex, JC144, Lio, PinWizKid",2.0,2023-09-17
"Cyclone (Williams 1988)",Williams,1988,"Happiness, Amusement Park, Roller Coasters",4,617,-,SS,VPX,"Arconovum, Melon, Flupper, SliderPoint",1.3-2.6,2023-06-13
"Cyclone (Williams 1988)",Williams,1988,"Happiness, Amusement Park, Roller Coasters",4,617,-,SS,VPX,"Melon, Flupper, Wildman, Westworld, HauntFreaks, SliderPoint",1.5,2017-10-22
"Cyclone (Williams 1988)",Williams,1988,"Happiness, Amusement Park, Roller Coasters",4,617,-,SS,VPX,"Bigus, SliderPoint",1.0,2023-10-30
"Cyclopes (Game Plan 1985)",Game Plan,1985,"Fantasy, Mythology",4,619,-,SS,VPX,"Goldchicco, Destruk, 2borG, Arngrim, Batch, Thalamus",1.1,2023-08-27
"Cyclopes (Game Plan 1985)",Game Plan,1985,"Fantasy, Mythology",4,619,-,SS,VPX,"Rajo Joey, Goldchicco, Sixtoe, Rawd",-,2023-10-01
"DOF Test Table (Original 2017)",Original,2017,"Testing, Example",-,-,-,-,VPX,"BorgDog",1.6,2023-07-27
"Daft Punk (Original 2020)",Original,2020,"Music",4,-,-,SS,VPX,"Donuts10",1.1,2020-05-04
"Daisy May (Gottlieb 1954)",Gottlieb,1954,"Happiness",1,631,-,EM,FP,"Okobojimusky, Francisco Pozo",1.1.1,2023-08-16
"Daisy May (Gottlieb 1954)",Gottlieb,1954,"Happiness",1,631,-,EM,FP,"Francisco Pozo",1.0.0,2023-08-02
"Dale Jr. NASCAR (Stern 2007)",Stern,2007,"Sports, Auto Racing, Cars",4,5292,-,SS,VPX,"Morttis, Arconovum, Requiem, 32assassin, JPSalas",1.01-3.0,2023-06-13
"Dale Jr. NASCAR (Stern 2007)",Stern,2007,"Sports, Auto Racing, Cars",4,5292,-,SS,VPX,"JPSalas",3.0.0,2022-03-28
"Dale Jr. NASCAR (Stern 2007)",Stern,2007,"Sports, Auto Racing, Cars",4,5292,-,SS,VPX,"Zedonius, 32assassin, JPSalas",1.0,2023-06-13
"Dante's Inferno (Original 2022)",Original,2022,"Fantasy, Horror",-,-,-,SS,VPX,"Bombaj344, Timo Behrens, Scutters, Batch, Goldchicco",1.1a,2022-01-25
"Dark Princess (Original 2020)",Original,2020,"Music",-,-,-,SS,VPX,"Froggy Crew, Franck Hollinger (Mussinger), Emperor312",1.3.1,2023-06-25
"Dark Rider (Geiger 1984)",Geiger,1984,"Fantasy",-,3968,-,SS,VPX,"Bigus1, TAB",1.1,2023-04-13
"Dark Shadow (Nuova Bell Games 1986)",Nuova Bell Games,1986,"Fantasy",4,3699,-,SS,VPX,"Mfuegemann, Peter Blakemore, Joey2001",1.0,2020-05-21
"Darkest Dungeon (Original 2023)",Original,2023,"Role-playing Game",-,-,-,SS,VPX,"Vpxpinballwizards, JPSalas, MerlinRTP, H3rbskix, Oqqsan, TastyWasps, Rawd, AstroNasty, Anthem, Superhac, JoePicasso, DarrinVPCLE, Smaug, nFozzy, Rothbauerw, NailBuster, Arelyel Krele, Fleep, PrimeTime5k, RetroG33k",2.1,2023-12-24
"Darling (Williams 1973)",Williams,1973,"Women",2,640,-,EM,VPX,"Loserman76, GNance, Scotty VH, BorgDog, HauntFreaks",1.1.1,2018-02-16
"Darth Vader (Original 2020)",Original,2020,"Science Fiction, Space Fantasy, Movie",-,-,-,-,FP,"Mark1",4.0,2023-08-17
"Day of the Tentacle (Original 2023)",Original,2023,"Video Game",-,-,-,SS,VPX,"Ryguy417, Manbearpig, HiRez00, Cliffy",1.1,2023-01-19
"Days of Thunder (Original 2022)",Original,2022,"Auto Racing, Movie",-,-,-,SS,VPX,"Nesto71, JPSalas",1.0,2022-03-16
"Deadly Weapon (Gottlieb 1990)",Gottlieb,1990,"Crime",4,645,-,SS,VPX,"Morttis, Arconovum, Schreibi34, Herweh, 32assassin, Bodydump",1.0.2-2.6,2023-06-13
"Deadly Weapon (Gottlieb 1990)",Gottlieb,1990,"Crime",4,645,-,SS,VPX,"Schreibi34, Herweh, 32assassin, Bodydump",1.0.2,2019-06-09
"Deadly Weapon (Gottlieb 1990)",Gottlieb,1990,"Crime",4,645,-,SS,VPX,"32assassin, Bodydump",1.0,2016-03-26
"Deadpool (Zen Studios 2014)",Zen Studios,2014,"Licensed Theme, Comics, Superheroes",4,-,-,-,FX,"Zen Studios, Tamas Pokrocz",-,2023-07-19
"Deadpool (Zen Studios 2014)",Zen Studios,2014,"Licensed Theme, Comics, Superheroes",4,-,-,-,FX3,"Zen Studios",-,2000-01-01
"Deadpool - Special Edition (Stern 2018)",Stern,2018,"Comics, Superheroes",-,-,-,-,FP,"Wbshrk",2.0,2022-11-11
"Dealers Choice (Williams 1973)",Williams,1973,"Cards, Gambling",4,649,-,EM,VPX,"Teisen, Loserman76",1.0,2023-07-14
"Dealers Choice (Williams 1973)",Williams,1973,"Cards, Gambling",4,649,-,EM,FP,"Martin Brunker, Clovis Morato",2.0,2023-09-17
"Dealers Choice (Williams 1973)",Williams,1973,"Cards, Gambling",4,649,-,EM,VPX,"Loserman76",1.0.0,2021-11-29
"Dealers Choice (Williams 1973)",Williams,1973,"Cards, Gambling",4,649,-,EM,FP,"Popotte",1.2,2023-09-17
"Dealers Choice (Williams 1973)",Williams,1973,"Cards, Gambling",4,649,-,EM,VPX,"-=Kees=-",1.01,2021-11-29
"Death Proof (Original 2021)",Original,2021,"Movie",-,-,-,SS,VPX,"Balutito, Herweh, Franck Hollinger (Mussinger)",1.0.0,2021-11-29
"Death Race 2000 (Original 2022)",Original,2022,"Movie, Auto Racing",-,-,-,SS,VPX,"Balutito, Razor, JPSalas",2.0,2023-12-31
"Death Wish 3 (Original 2019)",Original,2019,"Movie",4,-,-,SS,VPX,"Ivantba, JPSalas",1.0,2019-12-10
"Def Leppard (Original 2012)",Original,2012,"Music",-,-,-,SS,VPX,"Goldchicco, Aaron James, Destruk, Doogie, JPSalas",1.3,2020-08-25
"Def Leppard (Original 2012)",Original,2012,"Music",-,-,-,SS,VPX,"Goldchicco, Aaron James, Destruk",1.0,2023-05-07
"Defender (Williams 1982)",Williams,1982,"Outer Space, Fantasy, Video Game",2,651,-,SS,VPX,"VPin Workshop (VPW)",1.1.1,2023-08-19
"Defender (Williams 1982)",Williams,1982,"Outer Space, Fantasy, Video Game",2,651,-,SS,VPX,"Bigus1, Takut, GTXJoe",2.1,2023-09-25
"Defender (Williams 1982)",Williams,1982,"Outer Space, Fantasy, Video Game",2,651,-,SS,VPX,"Takut, GTXJoe",1.0.0,2023-01-15
"Defender (Williams 1982)",Williams,1982,"Outer Space, Fantasy, Video Game",2,651,-,SS,VPX,"32assassin, GTXJoe",1.0,2017-02-12
"Demogorgon (Original 2020)",Original,2020,"Science Fiction, Licensed Theme",-,-,-,SS,VPX,"Fastdraw (Granit), Fastdraw (Granit)",1.0,2020-01-04
"Demolition Man (Williams 1994)",Williams,1994,"Science Fiction, Licensed Theme",4,662,-,SS,VPX,"Knorr, Kiwi, Flupper1, Shoopity, Mfuegemann, Freneticamnesic, Toxie, Gigalula, Bigus1, ClarkKent",1.2,2022-07-10
"Demolition Man (Williams 1994)",Williams,1994,"Science Fiction, Licensed Theme",4,662,-,SS,VPX,"Arconovum, Knorr, Kiwi",1.2-2.6,2023-06-13
"Demolition Man (Williams 1994)",Williams,1994,"Science Fiction, Licensed Theme",4,662,-,SS,VPX,"Knorr, Kiwi, Mjr, Zany, nFozzy, Flupper, ClarkKent",1.3.1,2018-07-26
"Dennis Lillee's Howzat! (Hankin 1980)",Hankin,1980,"Sports, Cricket",-,3909,-,SS,VPX,"JPSalas, Destruk, Assie34, Tom Tower",1.0.1,2023-06-18
"Desert City (Fipermatic 1977)",Fipermatic,1977,"American West, Native Americans",2,-,-,EM,VPX,"Loserman76, Greywolf, GNance, Popotte, Carlos Guizzo",1.0.0f,2021-12-15
"Devil Riders (Zaccaria 1984)",Zaccaria,1984,"Stunts, Motorcycles",4,672,-,SS,VPX,"Balutito, Goldchicco, 32assassin",1.0.0,2023-08-23
"Devil Riders (Zaccaria 1984)",Zaccaria,1984,"Stunts, Motorcycles",4,672,-,SS,VPX,"Goldchicco, Sindbad, Freneticamnesic, Kiwi, UncleWilly, Dark, Zany, Mfuegemann, Thalamus, Vogliadicane, Akiles50000, Arngrim, 32assassin, JPSalas",1.1,2020-12-27
"Devil's Dare (Gottlieb 1982)",Gottlieb,1982,"Fantasy",4,673,-,SS,VPX,"Larouillas, Goldchicco, 32assassin, Mfuegemann",1.0.0,2024-01-03
"Devil's Dare (Gottlieb 1982)",Gottlieb,1982,"Fantasy",4,673,-,SS,VPX,"Rajo Joey, Goldchicco, 32assassin, Mfuegemann, Francisco666",1.0.0,2023-01-05
"Devil's Dare (Gottlieb 1982)",Gottlieb,1982,"Fantasy",4,673,-,SS,-,"Goldchicco, 32assassin, Mfuegemann, Francisco666",1.0.a,2021-12-03
"Devil's Dare (Gottlieb 1982)",Gottlieb,1982,"Fantasy",4,673,-,SS,VPX,"32assassin, Mfuegemann, Francisco666",1.1,2016-10-03
"Dexter (Original 2022)",Original,2022,"TV Show, Crime",-,-,-,SS,VPX,"Icepinball, Ivantba, 32assassin, Mfuegemann",1.0.0,2022-09-05
"Diablo Pinball (OrbitalPin 2017)",OrbitalPin,2017,"Fantasy, Video Game",4,-,-,SS,VPX,"JPSalas, ScottyWic, Stefanaustria (STAT), Arngrim",4.3.0,2023-11-02
"Diablo Pinball (OrbitalPin 2017)",OrbitalPin,2017,"Fantasy, Video Game",4,-,-,SS,VPX,"Solters, ScottyWic, Stefanaustria (STAT), Arngrim, JPSalas",1.0,2022-07-24
"Diablo Pinball (OrbitalPin 2017)",OrbitalPin,2017,"Fantasy, Video Game",4,-,-,SS,VPX,"ScottyWic, Stefanaustria (STAT), Arngrim, JPSalas",1.0.3,2023-06-13
"Diadem (Original 2023)",Original,2023,-,-,-,-,SS,VPX,"Joust 7800, VonKrafte, Derek Fiechter",1.1,2023-03-08
"Diamond Jack (Gottlieb 1967)",Gottlieb,1967,"Cards, Gambling",1,676,-,EM,VPX,"Loserman76, GNance",1.0.0f,2021-12-15
"Diamond Lady (Gottlieb 1988)",Gottlieb,1988,"Cards, Gambling",4,678,-,SS,VPX,"JPSalas, Arngrim",4.3.0,2023-11-02
"Diamond Lady (Gottlieb 1988)",Gottlieb,1988,"Cards, Gambling",4,678,-,SS,VPX,"Solters, Arngrim, JPSalas",1.0,2022-08-01
"Diamond Lady (Gottlieb 1988)",Gottlieb,1988,"Cards, Gambling",4,678,-,SS,VPX,"Morttis, Arconovum, Arngrim, JPSalas",1.0.2-2.6,2023-06-13
